title;duration;certificate;genre;rating;directors;stars
Grandfather and Grandson;NA;NA;Drama;NA;Piperkoski Ilija;Blagoj Veselinov, Dejan Lilic, Salaetin Bilal, Marija Kondovska
Subterranean Thoughts;120 min;NA;Drama;NA;Dylan Zarrella;Anthony Chisholm, John Ammirati, Corin Silva, Stevee Davies
Crimen por Omisión;82 min;NA;Drama;NA;Jaime Humberto Hermosillo;Christopher Cardenas, Camila de Santiago, Guillermo Ramírez
Losing Faith;NA;NA;Action, Drama, Romance;NA;Steve Wood;Patrick Bergin, Stacey Lynn Crowe, Tina Harris, Cassandra French
Dhaad;135 min;NA;Action;5.6;Paresh Naik;Sameera Awasthi, Nandita Das, Sandeep Kulkarni, Sujata Mehta
Hijrat;45 min;NA;Drama, Thriller;NA;Gurmeet Brar;Mahabir Bhullar, Sohaj Brar, Vijay Jora, Kanchan Rana
Gena;103 min;NA;Drama, Thriller;NA;Joe Black;Jennifer Robyn Jacobs, Christina Hepburn, Kayla Sarian, Laura Danowski
Foster Home Seance;80 min;NA;Horror;NA;Frank Powers;Frank Powers, Michelle Martinez, Gonzalo Robles, Jack Lutz
Think Big Big;101 min;NA;Comedy, Drama;7.2;Keng Guan Chiu;Moon Yoong, Vivienne Oon, Ruby Yap, Keigrey Kam
Descend;NA;NA;Drama, Horror;6.0;Mark France;Heather Fairbanks, Troy Randall-Kilpatrick, Walker Fairbanks, John Tynan Jr.
You Got This;20 min;NA;Comedy;NA;Kevin Otos;Kevin Otos, Bonnie Flannery, Havana Blum, Kim Shively
Xiboliya Fengyun;NA;NA;Action;NA;Shûsuke Kaneko;Tony Ka Fai Leung, Charmaine Sheh, David Torok, Temur Mamisashvili
Daddy Issues;82 min;NA;Comedy, Romance;NA;Laura Holliday;Jo Ashe, Rachael Barry, Kimia Behpoornia, Ryan Bender
Soppana Sundhari;NA;NA;Comedy, Thriller;NA;Mathavan Maheswaran;Mathavan Maheswaran, Gk Reginold Eroshon, Thanushan Chelvanathan, Niranjani Shanmugaraja
Rashid & Rajab;NA;NA;Comedy;NA;Mohammed Saeed Harib;Fahad Albutairi, Shadi Alfons, Alex Gee, Marwan Abdullah
Solitary Confinement;NA;NA;Horror, Reality-TV, Thriller;NA;John E Seymore;Robert Carradine, Jose Rosete, Rachel Amanda Bryant, Jessica Cameron
Avarkkoppam;130 min;NA;Family;NA;Ganesh Nair;Amit Pullarkat, Renil Pullarkat
La Flor: Segunda Parte;NA;NA;NA;8.7;Mariano Llinás;Elisa Carricajo, Valeria Correa, Pilar Gamboa, Laura Paredes
The Killer's Kiss;105 min;NA;Drama;NA;Dean Bivins;Gary Archer, Paul Borghese, L.M. Kit Carson, Elizabeth Cromwell
Zgodbe iz kostanjevih gozdov;81 min;NA;Drama;NA;Gregor Bozic;Anita Kravos, Ivana Roscic, Giusi Merli, Massimo De Francovich
Eleven Days;NA;NA;Adventure, Drama, Family;7.7;Jaginder Singh;Jit Singh, Ron Arthurs, Chloe Brown, Bryan Chance
The Ripper's Son;NA;NA;Drama, Horror;NA;Tony London;Jessica Morris, Tony London, Nick Cornwall, Tiffany-Ellen Robinson
L.A. Minute;NA;R;Action, Comedy, Crime;NA;Dimitri Morantus;Diana Lu, E.R. Ruiz, Jose Rosete, Keisha Tucker
Noise and Color;NA;NA;Sci-Fi;NA;Logan Stone;Jimi Stanton, Janelle Snow, Charles Andrew Gardner, James McKinney
Lets Fly with My Paper Rocket;NA;NA;Drama, Thriller;NA;Abhijeet Sahoo;Daya Shankar Pandey, Aman Verma, Harsh Rajput, Rajeev Vashishth
Musmos na sumibol sa gubat ng digma;105 min;NA;Drama;6.8;Iar Arondaing;Junyka Santarin, Juan Miguel Emmanuel Salvado, Star Orjaliza, Jun Salvado
Mawas;110 min;NA;Action, Adventure;NA;Koan Hui;NA
El Ídolo;NA;NA;Comedy;NA;Erwin Neumaier;Camila Selser, Claudia Ramírez, Francisco De La Reguera, Danae Reynaud
Bluegrass Spirits;101 min;NA;Comedy, Drama;NA;Jonny Walls;Jake Busey, Andrew Hunter, Myles Clohessy, Julia Lashae
Infini-T Force the Movie: Farewell Gatchaman My Friend;91 min;NA;Animation, Action;NA;Jun Matsumoto;Kazuma Suzuki
The October Flowers;74 min;NA;Mystery, Romance, Thriller;4.8;Clay Moffatt;Adam Berardi, Tiffany Coleman, William 'Bill' Connor, Sean Dillingham
Janaadhipan;NA;NA;Drama, Thriller;NA;Thanseer M.A.;Balachandran Chullikadu, Firoz, Hariprashanth, Vijayan Karanthoor
Home Free;112 min;NA;Drama, Thriller;NA;Michael Fredianelli;Boynton Paek, Joseph Camilleri, Alia Thiel, Bryan Botella
Cirkeline, Coco og det vilde næsehorn;62 min;NA;Animation, Family;NA;Jannik Hastrup;Magdalena Nonsgjogv Trantou, Yasmin Cekic, Efe Vinter Alis, Estrid Lauritsen Böttiger
Season of Mysteries;NA;NA;Family;NA;Dave Moody;Jake Studebaker, Shannen Fields, Rusty Whitener, Josh Murray
Yo Soy Mónica;NA;NA;Comedy, Drama;NA;Ismael Acedo, Gerardo Avendaño, Juan Felipe Gonzalez, Antonio Lugilde, Elena López Plaza, Diego Villanueva;Lucía Hoyos, Miguel Santillana, Juan Madrid, Eric Peña
Sparta;53 min;NA;Drama, Thriller;NA;Egor Baranov;Alexander Petrov, Artyom Tkachenko
The Arbors;NA;NA;Sci-Fi, Thriller;NA;Clayton Witmer;Drew Matthews, Jordan Nelson, Kathryn Alexander, Olivia Griffin
Five Wild Animals;NA;NA;Horror;NA;Blair Hoyle;Briar Boggs, Lauren Hunkele, Autumn Cravens, Charlie Cannon
The Innocence;1,260 min;NA;Drama;NA;Ashraf Shishir;NA
Redemptions Price;90 min;NA;Horror;NA;Loran Bolding, Tony Basile, James Berberich, Colten Dietz;Zachary Vazquez, Sam Williamson, Tay Lindsey, Neil Hoover
July Rising;NA;NA;Drama;NA;Chauncey Crail;Alexa Yeames, Johanna Putnam, Devin Ashley Whitten, Michael Ridley
Bagcik;92 min;NA;Drama;NA;Görkem Yeltan;NA
State vs. Malti Mhaske;NA;NA;Crime, Thriller;NA;Nikhil Mahajan;Smita Tambe, Sagar Deshmukh, Divya Menon
Two Plains & a Fancy;90 min;NA;Comedy;5.3;Whitney Horn, Lev Kalman;Benjamin Crotty, Laetitia Dosch, Marianna McClellan, María Cid
The Hunters' Club;105 min;NA;Action, Comedy, Thriller;7.2;Kit McDee;Carmel Rose, Brad McMurray, Ashlee Lollback, Nicholas Gunn
Sun King;NA;NA;NA;NA;Marcus Aubin;Norman Garcy Yap, Jin Park, Sam Bowling, Katharin 'Ladie K' Mraz
52 Words for Love;NA;NA;Drama;NA;James Blokland, Andrea Moodie;Stacey Iseman, Phil Lortie, Gwyneth Baillie, Adam Christie
Before We Fall;100 min;NA;Drama;NA;Erin Corrado;Jackson Martin, Erin Corrado, Nicola Saikali, John Corrado
Little Monster;NA;NA;Horror;NA;James Plumb;Wyn Hopkins, Stacey Daly, Chris Josty, Martyn Stallard
Leaving Afghanistan;NA;NA;Drama;NA;Pavel Lungin;Kirill Pirogov, Yan Tsapnik, Mikhail Kremer
My Best Friend's Famous;100 min;NA;Comedy;NA;Kevin Ignatius;Ryan O'Neal, Mindy Sterling, Jessica Greer, Alexandra Case
As It's Remembered;75 min;NA;Drama, Sci-Fi, Thriller;NA;Dustin McLean;Jasper Sams, Jason Burkey, Chip Chalmers, Alex Ansoleaga
A Maine Movie;NA;NA;Comedy;NA;Matt Nelsen;Carmen Christopher, Ana Fabrega, Jessica Frey, Josh Greenwood
A Frozen Christmas 3;NA;NA;Animation;NA;Pippa Seymour;Alfred Hill, Jim Call
Beauty Queen;50 min;NA;Drama;NA;Nicholas Goodwin;Christina Goursky, Timothy J. Cox, James Jelkin, Thea McCartan
Dan & Alice;NA;NA;Comedy, Romance;NA;James Card;Brooks Livermore, Roisin Rae, Chris Boyle-McQuarry, Mairi McHaffie
Initiate;NA;NA;Comedy, Thriller;NA;Brandon Bruno, Nathan S. Hall;Bailey Karr, Mike DiSalvo, Josh Stenvick, Katy O'Connell
Die Liebe deines Lebens;88 min;NA;Mystery;NA;Sebastian Goder;Philip Andrew, Nicole Ansari-Cox, Hannes Jaenicke, Michael von Au
Son Oyun;NA;NA;Crime;7.9;Tabanli Sinan, Sinan Tabanli, Ilhan Akgul, Kurt Cammon;Enver Agim, Ilhan Akgul, Ozan Cakin, Selin Colak
Otto: Love Thy Neighbor;NA;NA;Mystery;NA;Bryan Ezzell;Bryan Ezzell, Sharon J. Geyer, Luke DePron, Kaye Williams
Professor Wall im Bordell;NA;NA;NA;NA;Stefan Krohmer;Emilia Schüle, Hanns Zischler, Petra Kleinert, David Bredin
The Quilt;80 min;NA;Biography, Drama, History;NA;Rahat Kazmi;NA
What We Do Is Top Secret;32 min;NA;Action, Adventure, Comedy;NA;Radu Vlad;Stephanie LeHane, Matthew Rhodes, Adam Franek, Alfred Gabidullin
A Patient Man;93 min;NA;Crime, Drama, Thriller;NA;Kevin Ward;Tate Ellington, Katherine Von Till, Jonathan Mangum, Kelsey Scott
Os Dois Irmãos;94 min;NA;Drama;NA;Francisco Manso;Flávio Hamilton, Manuel Estevão, João Paulo Brito, Alexandre Soares
Tu Rehna Mera;NA;NA;Romance;NA;Hemanth Varma;Balveer Singh, Saransh Taneja, Apurba Panda, Sonali Sharmistha Mohanty
Kinare;135 min;NA;Drama;NA;Devaraj Poojary;Apeksha, Aruna Balraj, Sihi Kahi Chandru, Charitha
Untitled MP Project;NA;NA;Drama;NA;Manjari Makijany;NA
El Closet;90 min;NA;Drama;4.4;Miguel Vásquez;Sonia Alfonso, Anthony Alvarez, Ernesto Baez, Miguel Bucarelly
Dha Dha 87;NA;NA;Action, Drama;NA;Vijay Srig;Chaaruhasan, Janagaraj
Expulsion;NA;NA;Horror;NA;Kenneth Andrew Williams;Monica Cabral, Wil Gonzalez, Vanessa French
So, You Want to Be a Gangster?;103 min;NA;Comedy, Crime, Drama;8.3;Alex Kahuam;Omar Acosta, Gene Avakyan, Hythem Esiely Barrera, Natalia Borowsky
Kabaddi;140 min;NA;Thriller;NA;S.P. Nimbawat;Jai Yadav, Kiran Kumar, Shahbaaz Khan, Urmila Sharma
La primera cita;NA;12;Drama;NA;Jesús Ponce;Isabel Ampudia, Sebastián Haro, Mercedes Hoyos, Víctor Clavijo
Blackwood;13 min;NA;Comedy, Drama, Family;NA;Kalu Oji;NA
Boulevards and Avenues;88 min;NA;Drama;NA;Agron Karameti;Lauren DeSouza, Alden Doolittle, Charmar Jeter, Agron Karameti
Kurtlar ve Çakallar;110 min;NA;Drama, History;NA;Sencer Gültuna, Bilgehan Karaca;Çetin Agase, Yusuf Oguz Altuntas, Gökhan Aslan, Cem Atik
Trained to Kill;105 min;NA;Action;8.6;Bill Little;Chris Capaldi, Bill Little, Rach Leonard, Patrick O'Brien
Champion;NA;NA;Sport;NA;Suseenthiran;V. Jayaprakash, Mirnalini, Narain
Boulevard Misfits;NA;NA;Drama;NA;Mitchell Cox;Evan Faunce
La terre est plate;76 min;NA;Comedy, Drama;NA;Matteo Carrega Bertolini;Nicolas Foussard, Federico Uguccioni, Bérangère McNeese, Marta Cypel
Blood Widow;NA;NA;Horror, Mystery, Thriller;NA;Brendan Guy Murphy;James Craven, Dallas Thomas, Melissa Aguirre Fernandez, Hector Ayala
Sea Opening;117 min;NA;Drama;NA;Hiroshi Horiuchi;Chavetaro Ishizaki, Tamotsu Kanshûji, Julian Koike, Takuya Kurihara
Terror Nullius;54 min;NA;Adventure, Comedy, Fantasy;8.0;Soda_Jerk;Tony Abbott, Angry Anderson, Tom Burlinson, Stephen Curry
Questions;100 min;NA;Comedy;NA;Avery Kidd Waddell;Carmen Serano, Greg Serano, Cynthia Rodriguez, Lou Richards
Linhas Tortas;NA;NA;Drama;NA;Rita Nunes;Joana Ribeiro, Joana Pais de Brito, Miguel Nunes, Ana Padrão
A Cloud So High;113 min;NA;Horror, Thriller;NA;Christopher L. Parson;John Savage, Stephanie Lemelin, Hemky Madera, Jessica Lundy
Respect;NA;NA;Drama;NA;Kishor Pandurang Belekar;Sarika, Rohini Hattangadi, Anant Jog, Govind Namdeo
Dragon Kin;55 min;NA;Adventure, Comedy, Fantasy;NA;Tarmac Brothers, Joshua Kerr, Michael Roberts;Caitlin Keats, Eric Michael Cole, Meadow Sisto, Jon Braver
The Morg;NA;NA;Comedy;NA;Matt Jackson;Amanda Payton, Brian McGrath, Patrick Daniel, Josette Eales
Chuck Berry;NA;NA;Music;NA;Jon Brewer;Chuck Berry, Steven Van Zandt, Joe Perry, Alice Cooper
Polterheist;NA;NA;Crime, Horror;NA;NA;Rokki James, Christian Rivera, Alejandro Adorno, E. George Betz
Los ojos llorosos;100 min;NA;Drama, Romance;NA;Cristián Darío Pellegrini;Manuel García Migani, Leandro Poquet
Pakman;96 min;NA;Comedy, Drama;NA;Vasileios Papatheocharis, David Valero;Maria Gregorio, Vasileios Papatheocharis, Antonis Galanopoulos, Alexandra Vroupi
Kill Her! Mata La!;NA;NA;Thriller;NA;Kanithea Powell;Noel Gugliemi, Robert LaSardo, Tilky Jones, Leslie-Anne Huff
#Victoria;119 min;NA;Action, Drama;NA;Mark K. Buddington;Jason Barkley, Mark K. Buddington, Elsi Burgos, Erin Cunningham
O.P.160/18 Kakshi: Ammini Pilla;NA;NA;Comedy;NA;Dinjith Ayyathan;Asif Ali
Lafayette;NA;NA;Drama;NA;Marvin Glover;Ivan Sergei, Michael Worth
No mind;74 min;NA;Drama, Mystery;NA;Chirag Desgiri;Prakhar Singh, Siwani Devkota
I'll See You Around;NA;NA;Drama;NA;Daniel Pfeffer;Roger Guenveur Smith, Maria Wilson, Lucas Monroe, Max Pfeffer
Tri bogatyrya i Naslednitsa prestola;NA;NA;Animation, Adventure, Family;NA;Konstantin Bronzit;NA
Opposite The Opposite Blood;95 min;NA;Action;NA;William Xiong;Sarah French, Angus Her, Ken Melchior, William Xiong
Old Blood;92 min;NA;Comedy, Horror;NA;Denise Channing;Sam Terry, Caitlin Blanchard, Cherry, Rachel McNally
The Wake Up Call Movie;108 min;NA;Comedy;NA;Derrick Mullen;Alex Jay, Jonta King, Titus A. Reed, Cee Sharp
Symbiotic;NA;NA;Comedy, Drama, Sci-Fi;NA;Juan Vargas;Puki Bauer, Tessa Hart, Tristan Bumm, Charmaine Gorman
That Night;56 min;NA;Drama, Thriller;4.6;Jerry Sur;Shawn Adams, Angie Amata, Lisa Marie Brown, Kevin Chapman
They're Inside;83 min;NA;Horror;NA;John-Paul Panelli;Karli Hall, Amanda Kathleen Ward, Sascha Ghafoor, Chelsea D. Miller
Time Out of Time;90 min;NA;Adventure, Drama, Sci-Fi;NA;Chuck Durbin;Rj Widmaier, Russ Isles, Ken Anthony II, David Vogel
#NoMore;16 min;NA;Drama;NA;Emily Skyle;Jasmeet Baduwalia, Evan Faunce, Paul Sean Ward, Brantly Compton
Spirit Riser;NA;NA;Horror;NA;Dylan Greenberg;Amanda Flowers, Jurgen Azazel Munster, Cherie Currie, Lynn Lowry
Lamia: The Zombie Slayer;NA;NA;Action, Horror;NA;Ray Szuch, Kristina Michelle;Queen of the Dark Lamia, Vernard Adams, Joe Estevez, Annette Lawless
School for Gods;NA;NA;Crime;NA;Paul John;Nicholas Van Brunt, Brian Haggerty, Richard Esteras, Chase Zawilinski
The Yousers;NA;NA;Thriller;NA;Darren Brown;Will Bennett, Deborah Chenault-Green, Lulu Dahl, KeyAndra Dyer
The Midas Touch;110 min;NA;Comedy;NA;Tilman Borck;Clayton Nemrow, Mirijam Verena Jeremic, Ulas Kilic, Kate G. Laycy
The Dark;12 min;NA;Drama;NA;Kristopher Wente;Alan Powell, Sophie Hosna
Rom Com;NA;NA;Romance;NA;Gorakh Jogdande;Sarang Doshi, Kishore Kadam
Appropriation;NA;NA;Thriller;NA;Ethan Kankula;Leonard Reeves, Ethan Kankula, Olivia Belfie, Connor Forrester
Inclusion Criteria;100 min;NA;Thriller;8.0;Josh Hodgins;Judy Norton, Lauri Hendler, Vanessa Leigh, Richard Anderson
Rumi's Ocean of Oneness;NA;NA;Drama;NA;Kai Kazi;Zahir Kahn, Sabina Rosegold, Nick Allan, Dennis Benoit
4 Films of Horror;NA;NA;Horror;NA;Paul Magby;Suzanne Stokes, Patrick Lescarbeau, Sahara Ale, Natalie Kerns
Crave: The Fast Life;105 min;NA;Drama, Family, Thriller;NA;Joaquin F. Palma;René Alvarado, J.R. Esquivel, Mauricio Mendoza, Lourdes Reynolds
The Guardian Angel;NA;NA;Drama;NA;Marco Aurelio;NA
Nightmare Alley;125 min;NA;Sci-Fi;NA;Aaron Kreltszheim;Rex LeBeau, Albert Goikhman, Rachel Michaela, Linda Jean Bruno
Legacy;NA;NA;Action;NA;Bryson Sams;Porter Edwards, Andrew Pachares, Landon Powers, Bryson Sams
Mithun;NA;NA;Romance;7.1;Prakash Janardan Pawar;NA
North of Blue;61 min;NA;Animation;NA;Joanna Priestley;NA
Begin Again the Movie;NA;NA;Comedy, Drama;NA;Vickie Doerr;Vickie Doerr, Steve Montana, Joe Hammerstone, Jodi Stockton
¿Quién Eres Tú?;98 min;NA;Drama;NA;Ari Maniel Cruz;Livan Albelo, Nicole Betancourt, Kisha Tikina Burgos, Magali Carrasquillo
Some Happy Day;NA;NA;Drama;NA;Catherine Hill;Peta Brady, Mary Helen Sassman, James O'Connell, Cameron Zayec
Gerry the Psychopath;60 min;NA;Horror;NA;Pete Jacelone;Daniel Evans, Pete Jacelone, Edward X. Young, Joshua Arroya
The Illusion of Control;NA;NA;Drama, Thriller;NA;Vladek Zankovsky;Oleg Fendura, Tatyana Konovalova, Valeriy Bassel, Eugene Bury
One Bedroom;83 min;NA;Comedy;6.5;Darien Sills-Evans;Stephen Hill, Darien Sills-Evans, Jade Johnson, Devin Nelson
Gyangûsu;120 min;NA;NA;NA;Yû Irie;Kento Hayashi, Aoi Itô, Nobuaki Kaneko, Katsuya
Il banchiere anarchico;82 min;NA;Drama;7.6;Giulio Base;Giulio Base, Paolo Fosso
White Horse;103 min;NA;Drama;7.6;Zeshan Bhatti;Zeshan Bhatti, Kelsey Lynn Stokes, Mark Solari, Gerrard Lobo
Howrah Bridge;NA;NA;NA;3.7;Revan Yadu;Chandini Chowdary, Rahul Ravindran
Da zhen shen huo sang;NA;NA;Comedy, Crime, Mystery;NA;Roy Hin Yeung Chow;Geng Han, Huiwen Zhang, Kar-Ying Law, Zheng Yin
798Muoi;100 min;NA;Comedy;5.9;Dustin Nguyen;Dustin Nguyen, Kieu Minh Tuan
Zindagi tumse;NA;NA;Family;NA;Tariq Bhat;Marina Kuwar, Master Rehan, Sadhana Singh, Mayur Verma
Psychedelic Psychopaths;NA;NA;Horror;NA;Tom Zarzecki;Patrice Burton, Lucia Romero, Tom Zarzecki, Crispin Rosenkranz
Robocall;110 min;NA;Drama;NA;Gary Sturm;Gary Sturm, Gary Saderup, Suanne Spoke, G. Larry Butler
Heroin Still Kills;NA;NA;Drama;NA;Shawn Wehland;Cheyenne Puga, Andrew Spriggs, Benjamin Turek, Shaelyn Betances
Elijah and the Rock Creature;NA;NA;Sci-Fi;NA;Jennifer Walden;Allie Dunbar, Jesse Wheeler, Cam Zimmer, Isaac Zimmer
Three and a half man;82 min;NA;Comedy;NA;Tze Chung Lam;Natalie Yao Meng, Jing Wong, Benny Chan, King Kong
Vitoria, 3 de marzo;NA;NA;Drama;NA;Victor Cabaco;Amaia Aberasturi, Alberto Berzal, Iñigo de la Iglesia, Ruth Díaz
My 3 Boys;NA;NA;Drama, Family;NA;Shorni Hardy;Harriet Burnette, Ryan Mock Curry, Porsha Mills, Maquavian Garfield
Jalón;NA;NA;Drama;NA;Adam Chadwick;Vanesa Tomasino, Estuardo Tale, Andrea Tale, Samuel Hernández Campos
Finding Sara;NA;NA;Drama;NA;Bruce Schwartz;James Arlow, Spencer Bisek, Trenton Brisco, Ally Holmes
Tilki yuvasi;NA;NA;NA;NA;Umut Burçin Gülseçgin;Baris Yildiz, Serap Matyas, Melis Sezen, Dila Danisman
Stolen Glory: The Tale of Porky Brooke;NA;NA;Biography;NA;Lester Ellis Jr., Aaron Lester Ellis;NA
Wake Up Call;NA;NA;Comedy;NA;Tomer Almagor;NA
Kingdom by the Sea;NA;NA;Drama, Romance;NA;James Huang;Freja Zeuthen, Samantha Valletta, Aly Jones, Michael Wetherbee
Darwins Law;87 min;NA;Action;8.6;Matthias Olof Eich;Patrick Jahns, Esther Maaß, Ralph Willmann, Janos Tiborcz
Poor Jane;90 min;NA;Drama;7.2;Katie Orr;Brandy Burre, Robert Longstreet, Javon Johnson, Mike Lutz
Ladoo;NA;NA;Comedy, Drama, Musical;NA;Arungeorge K. David;Bobby Simha, Dileesh Pothan, Nisha Sarangh, Indrans
Dark Winter;90 min;NA;Horror;NA;Jason D. Morris;Christina Nicholls, Wade Thalberg, Katelin Stack, Doc Divecchio
The Dark Soul;NA;NA;Thriller;NA;Bey Logan;Meng Lo, Bianca Stam, Kevin Brewerton, Kevin Ta
Somebody Should Do Something;68 min;NA;Drama, Mystery, Romance;NA;Mikael Syrjala;Tommi Korpela, Jessica Grabowsky, Mimosa Willamo, Johannes Brotherus
Rome '18;NA;NA;NA;NA;Jeffrey Arsenault;Ransom Ashley, Jacob Burns, Allen Boatner, Sophia Tinsley
Vakuum;NA;NA;Mystery, Thriller;NA;Damir Lukacevic;Isolda Dychauk, Jannik Schümann, Maria Ehrich
4 Phone Calls from Amelia;NA;NA;Drama;NA;Jimmy Andrews;Alexei Afonin, Brittany Horn, Brad Napp, Allison Pittman
A Gentleman;NA;NA;Drama;NA;Brock Davis Mitchell;Sherri Dahl, Sam Duke, Linda Kee, Robert Morrison
Bonus;NA;NA;Drama;NA;Saurabh Bhave;Gashmeer Mahajani, Pooja Sawant, Mohan Agashe
Merlin;NA;NA;Fantasy;NA;Keera;Thangar Bachan, Ashwini Chandrashekar, Dinesh, Ramachandran Durairaj
The Road Behind;NA;NA;Drama;NA;Kelton Stepanowich;Julian Black Antelope, Devery Jacobs, Lorne Cardinal, Greg Lawson
Happy Pill;NA;NA;Drama;7.8;Mainak Bhaumik;Ritwick Chakraborty, Parno Mittra, Sohini Sarkar
The Long Look Back;22 min;NA;Western;NA;Corben Alley;Marissa Pistone, Daniel Bielinski, Robert Shields, Mike McNeil
Three Adventures of Brooke;100 min;NA;Adventure, Fantasy;5.9;Sissi Deng;Fangyi Xu, Pascal Greggory, Ribbon Ooi
We Didn't Kill Mia;117 min;NA;Mystery;NA;Jai Tank, Jai Tank;Ajay Gehi, Aafreen Vaz, Elena Kazan, Nakul Sahdev
Titanic: Kadhalum Kavunthu Pogum;NA;NA;NA;NA;Janaki Raman;Kalaiyarasan, Anandhi, Ashna Zaveri
While You Were Gone;NA;NA;Drama;NA;NA;Gavin O'Connor
So Much More Than Weak;NA;NA;Drama;NA;Adam Brummitt;John Light
The last play;NA;NA;Drama;NA;Michel Andre Constantin;Sisse Marie, Meinhard St. John, Alex Goransson
Man you;93 min;NA;Drama, Mystery;NA;Xin Zhu;Li Jiang, Jing Huang, Yan Chen, Xiaoxing Li
MMA;NA;NA;Drama;NA;Conan Lee;Eric Roberts, Darin Ferraro, Aaron Groben, Freda Payne
For Evig og Aldri;NA;NA;Comedy, Drama, Family;NA;Gunnbjörg Gunnarsdóttir;Maria Mørkrid, Mia Hjelte, Ola Wallinder
The Flea;100 min;NA;Comedy;NA;Nicanson Guerrier;Emmett Hunter, Daniel Augustin, Gabriela Alvarez, Isaac Beverly
Rotzbub;NA;NA;Animation;NA;Marcus H. Rosenmüller;Markus Freistätter, Mario Canedo
Odin vdokh;NA;NA;Drama;NA;Elena Hazanov;Viktoriya Isakova, Maksim Sukhanov, Cheslav Golovinets
Moj dida je pao s Marsa;90 min;NA;Adventure, Family;NA;Marina Andree Skop, Drazen Zarkovic;Lana Hranjec, Nils Ole Oftebro, Petra Polnisová, Ozren Grabaric
Seethamma Bandalu Sirimallige Thottu;NA;NA;Drama;NA;Ashok Kadaba;Nandeesh Kumar, Samhita Vinya
Pilgrim;NA;NA;Drama;NA;NA;Joy Rieger, Yuval Segal
Hell Nurse;NA;NA;Horror;NA;Bobby Blood;Julie Anne Prescott, Dai Green, Lorn Blood, Mircalla McNeely
Almost Christmas;90 min;NA;Comedy, Drama;NA;Francesco Lagi;Francesco Colella, Silvia D'Amico, Anna Bellato, Leonardo Maddalena
Pane dal Cielo;100 min;NA;Drama;NA;Giovanni Bedeschi;Donatella Bartoli, Sergio Leone, Paola Pitagora, Mateo Çili
Sahis 46;NA;NA;Thriller;NA;Ege Demirbüken, Çagatay Düz;Huseyin Ezgi Taskin, Melis Tamtas, Ramazan Mert Durak, Melisa Akpolat
Suvarna Sundari;NA;NA;NA;NA;Msn Surya;Poorna, Jaya Prada, Saikumar, Avantika Vandanapu
We Came to Wreck Everything;NA;NA;Crime;NA;Alex Kaju;Andrew Bee, Rachel Sellan, Kealan Fitzpatrick, Reece Presley
5 Silahsörler;NA;NA;Comedy, Crime, Drama;NA;Serdar Pehlivanoglu;Arif Piskin, Mustafa Turan, Mine Çerçi, Cüneyt Yalaz
Clara;NA;NA;Horror;NA;Francesco Longo;Michael Segal, Charles Goodger, David White, Orfeo Orlando
Haunting of Leslie;NA;NA;Fantasy;NA;Joe Haugh;Kody Evans, Joe Haugh, Anastasia Moon, Sarah Santini
Future Lies;NA;NA;Sci-Fi, Thriller;NA;Nicholas Bushman;Heath Carr, Amber Reign, Tony Gibbons, Seth Hammond
Clown Footage;70 min;NA;Horror;2.6;Manny Velazquez;Alen Rios, Manny Velazquez
The Blue Diamond Movie;90 min;NA;Sci-Fi;NA;NA;Karen Mitchell, Jack Warner
Nee Nalla Varuva Da;NA;NA;Romance;NA;Chandra Mohan;Jiiva, Nazriya Nazim
Friday and Friday;NA;NA;Drama;NA;Sathapranavan Sathasivam, Vathanan Isaikkumuthu, Vigithan Sokka;Jesuthasan Antonythasan, Manmathan Basky, Johanna Bros, Muriel Lorrain
After the Night with Valerie;NA;NA;Drama;NA;Alex M Garnett;Sam Stinson, Lorelei Linklater, Jordan LeuVoy, Carly Christopher
High and Dry;60 min;NA;Adventure, Comedy;5.0;Andrew Andrade;NA
Million Dollar Nomad;NA;NA;Thriller;NA;Rahat Kazmi;Canelle Hoppe, Tariq Khan, Shoib Shah, Jitesh Kumar Parida
K.I.A.B;71 min;NA;Comedy, Crime, Drama;NA;Oleksii Osyka, Eric Zoa;Eric Zoa, Sarah J. Hunt, Connor Drake, Eamon Walsh
Funemployment;NA;NA;Comedy, Drama;NA;Christine Chen;Adam Duncan, Shayla Bagir, Dunte Hector, Alex Dobrenko
Alphamem;90 min;NA;Sci-Fi;NA;Jason William Lee, Marc Boily;Tristan Risk, Natalie Moon, Momona Komagata, Nikki Wallin
Watch If You Dare;NA;NA;Comedy, Horror;NA;Christopher G. Moore;Nick Karner, Jennifer Plas
Salt City;120 min;NA;Comedy;9.4;James D. Froio;Fox Applegate, Jillian Ashley Bruyere, Chris Dell, Brandin Fennessy
DVD 2;NA;NA;Horror;NA;Steven Daemers;Xenia Colpaert, Wesley Villeneuve, Harley Dauwe, Vadim Pringels
Moonam Niyamam;105 min;NA;Crime, Horror, Thriller;6.2;Vijeesh Vasudev;Riyaz Khan, Sanoop Soman, Selin Sooraj, Varun Kumar
Marjorie;NA;NA;Horror, Thriller;NA;Ryan Sheridan;Reece Presley, Briar May, Lisa Kovack, Angela Kaiser
